SeriesInstanceUID,prediction
1.3.46.670589.11.10042.5.0.6840.2023122517263434169,0
1.3.46.670589.11.10042.5.0.6840.2023122518290632218,0
1.3.46.670589.11.10042.5.0.6840.2023122518321923279,0
1.3.46.670589.11.10042.5.0.6840.2023122518305562252,0
1.3.46.670589.11.10042.5.0.6840.2023122521451121153,0
1.3.46.670589.11.10042.5.0.6840.2023122521455681154,0
1.3.46.670589.11.10042.5.0.6840.2023122521481720214,0
1.3.46.670589.11.10042.5.0.6840.2023122522192776711,0
1.3.46.670589.11.10042.5.0.6840.2023122522201340712,0
1.3.46.670589.11.10042.5.0.6840.2023122522213445745,0
1.3.46.670589.11.10042.5.0.6840.2023122523260731644,0
1.3.46.670589.11.10042.5.0.6840.2023122523281403678,0
1.3.46.670589.11.10042.5.0.6840.2023122523265300645,0
1.3.46.670589.11.10042.5.0.6840.2023122600104239309,0
1.3.46.670589.11.10042.5.0.6840.2023122600085221281,0
1.3.46.670589.11.10042.5.0.6840.2023122600120342342,0
1.3.46.670589.11.10042.5.0.6840.2023122600343201694,0
1.3.46.670589.11.10042.5.0.6840.2023122600355301721,0
1.3.46.670589.11.10042.5.0.6840.2023122600324246660,0
1.3.46.670589.11.10042.5.0.6840.2023122602235240170,0
1.3.46.670589.11.10042.5.0.6840.2023122602254210204,0
1.3.46.670589.11.10042.5.0.6840.2023122602270314231,0
1.3.46.670589.11.10042.5.0.6840.2023122606052796853,0
1.3.46.670589.11.10042.5.0.6840.2023122606042792822,0
1.3.46.670589.11.10042.5.0.6840.2023122606033289821,0
1.3.46.670589.11.10042.5.0.6840.2023122608241251594,0
1.3.46.670589.11.10042.5.0.6840.2023122608231234563,0
1.3.46.670589.11.10042.5.0.6840.2023122608221723562,0
1.3.46.670589.11.10042.5.0.6840.2023122609402976869,0
1.3.46.670589.11.10042.5.0.6840.2023122609352815626,0
1.3.46.670589.11.10042.5.0.6840.2023122609392993665,0
1.3.46.670589.11.10042.5.0.6840.2023122612412145638,0
1.3.46.670589.11.10042.5.0.6840.2023122612402076607,0
1.3.46.670589.11.10042.5.0.6840.2023122612392585606,0
1.3.46.670589.11.10042.5.0.3364.2024011206085003728,0
1.3.46.670589.11.10042.5.0.3364.2024011206094723729,0
1.3.46.670589.11.10042.5.0.3364.2024011206110656762,0
1.3.46.670589.11.10042.5.0.3364.2024011206293864285,0
1.3.46.670589.11.10042.5.0.3364.2024011206315496319,0
1.3.46.670589.11.10042.5.0.3364.2024011206303578286,0
1.3.46.670589.11.10042.5.0.6596.2024022206544828142,0
1.3.46.670589.11.10042.5.0.6596.2024022206552914143,0
1.3.46.670589.11.10042.5.0.6596.2024022206574042199,0
1.3.46.670589.11.10042.5.0.6596.2024022209113350071,1
1.3.46.670589.11.10042.5.0.6596.2024022209131431103,1
1.3.46.670589.11.10042.5.0.6596.2024022209121454072,1
1.3.46.670589.11.10042.5.0.6596.2024022210385607525,0
1.3.46.670589.11.10042.5.0.6596.2024022210403721557,0
1.3.46.670589.11.10042.5.0.6596.2024022210393707526,0
1.3.46.670589.11.10042.5.0.6596.2024022212325162231,0
1.3.46.670589.11.10042.5.0.6596.2024022212283543153,0
1.3.46.670589.11.10042.5.0.6596.2024022212275442152,0
1.3.46.670589.11.10042.5.0.6596.2024022213090692758,1
1.3.46.670589.11.10042.5.0.6596.2024022213094821759,1
1.3.46.670589.11.10042.5.0.6596.2024022213104889790,1
1.3.46.670589.11.10042.5.0.4724.2024031610231106344,1
1.3.46.670589.11.10042.5.0.4724.2024031610241107375,1
1.3.46.670589.11.10042.5.0.4724.2024031610221589343,1
1.3.46.670589.11.10042.5.0.4724.2024031610365779568,1
1.3.46.670589.11.10042.5.0.4724.2024031610375434569,1
1.3.46.670589.11.10042.5.0.4724.2024031610385437600,1
1.3.46.670589.11.10042.5.0.4724.2024031610482132735,0
1.3.46.670589.11.10042.5.0.4724.2024031610501929767,0
1.3.46.670589.11.10042.5.0.4724.2024031610511934792,0
1.3.46.670589.11.10042.5.0.4724.2024031611050531945,0
1.3.46.670589.11.10042.5.0.4724.2024031611060546976,0
1.3.46.670589.11.10042.5.0.4724.2024031611041006944,0
1.3.46.670589.11.10042.5.0.4724.2024031611210142201,0
1.3.46.670589.11.10042.5.0.4724.2024031611190329169,0
1.3.46.670589.11.10042.5.0.4724.2024031611301521335,0
1.3.46.670589.11.10042.5.0.4724.2024031613413878402,0
1.3.46.670589.11.10042.5.0.4724.2024031613333621289,0
1.3.46.670589.11.10042.5.0.4724.2024031613313800257,0
1.3.46.670589.11.10042.5.0.4724.2024031613465993467,0
1.3.46.670589.11.10042.5.0.4724.2024031613460451466,0
1.3.46.670589.11.10042.5.0.4724.2024031613480032498,0
1.3.46.670589.11.10042.5.0.4724.2024031619013568365,0
1.3.46.670589.11.10042.5.0.4724.2024031619005006364,0
1.3.46.670589.11.10042.5.0.4724.2024031619025679398,0
1.3.46.670589.11.10042.5.0.4724.2024031619130050654,0
1.3.46.670589.11.10042.5.0.4724.2024031619134106660,0
1.3.46.670589.11.10042.5.0.4724.2024031619151340688,0
1.3.46.670589.11.10042.5.0.4724.2024031619465298377,0
1.3.46.670589.11.10042.5.0.4724.2024031619473878378,0
1.3.46.670589.11.10042.5.0.4724.2024031619490612411,0
1.3.46.670589.11.10042.5.0.4724.2024031620031918698,1
1.3.46.670589.11.10042.5.0.4724.2024031620023367697,1
1.3.46.670589.11.10042.5.0.4724.2024031620053543785,1
1.3.46.670589.11.10042.5.0.4724.2024031620191910053,0
1.3.46.670589.11.10042.5.0.4724.2024031620200479054,0
1.3.46.670589.11.10042.5.0.4724.2024031620212592087,0
1.3.46.670589.11.10042.5.0.4724.2024031700234623973,0
1.3.46.670589.11.10042.5.0.4724.2024031700243175974,0
1.3.46.670589.11.10042.5.0.4724.2024031700255271007,0
1.3.46.670589.11.10042.5.0.4724.2024031701492100339,0
1.3.46.670589.11.10042.5.0.4724.2024031701474876306,0
1.3.46.670589.11.10042.5.0.4724.2024031701470856305,0
1.3.46.670589.11.10042.5.0.5644.2024021420433248025,0
1.3.46.670589.11.10042.5.0.5644.2024021420442207026,0
1.3.46.670589.11.10042.5.0.5644.2024021420455496059,0
1.3.46.670589.11.10042.5.0.7476.2024021009264967487,0
1.3.46.670589.11.10042.5.0.7476.2024021009281404519,0
1.3.46.670589.11.10042.5.0.7476.2024021009293935608,0
1.3.46.670589.11.10042.5.0.7476.2024021009552909129,0
1.3.46.670589.11.10042.5.0.7476.2024021009540375990,0
1.3.46.670589.11.10042.5.0.7476.2024021009500209927,0
1.3.46.670589.11.10042.5.0.7476.2024021009355837702,0
1.3.46.670589.11.10042.5.0.7476.2024021009400412776,0
1.3.46.670589.11.10042.5.0.7476.2024021009352439701,0
1.3.46.670589.11.10042.5.0.7476.2024021011142251874,1
1.3.46.670589.11.10042.5.0.7476.2024021011125728785,1
1.3.46.670589.11.10042.5.0.7476.2024021011113229753,1
1.3.46.670589.11.10042.5.0.7476.2024021011205789993,0
1.3.46.670589.11.10042.5.0.7476.2024021011222317088,0
1.3.46.670589.11.10042.5.0.7476.2024021011193317967,0
1.3.46.670589.11.10042.5.0.7476.2024021011361171298,0
1.3.46.670589.11.10042.5.0.7476.2024021011313096224,0
1.3.46.670589.11.10042.5.0.7476.2024021011305692223,0
1.3.46.670589.11.10042.5.0.7476.2024021013574039708,0
1.3.46.670589.11.10042.5.0.7476.2024021013561835619,0
1.3.46.670589.11.10042.5.0.7476.2024021013545685587,0
1.3.46.670589.11.10042.5.0.7476.2024021015174581695,0
1.3.46.670589.11.10042.5.0.7476.2024021015231545745,0
1.3.46.670589.11.10042.5.0.7476.2024021015222293744,0
1.3.46.670589.11.10042.5.0.7476.2024021017054220130,1
1.3.46.670589.11.10042.5.0.7476.2024021017044195099,1
1.3.46.670589.11.10042.5.0.7476.2024021017034671098,1
1.3.46.670589.11.10042.5.0.6596.2024011921215450346,0
1.3.46.670589.11.10042.5.0.6596.2024011921232715379,0
1.3.46.670589.11.10042.5.0.6596.2024011921210507345,0
1.3.46.670589.11.10042.5.0.6596.2024011921391207691,0
1.3.46.670589.11.10042.5.0.6596.2024011921373953658,0
1.3.46.670589.11.10042.5.0.6596.2024011921365010657,0
1.3.46.670589.11.10042.5.0.992.2024031100135000322,0
1.3.46.670589.11.10042.5.0.992.2024031100124965291,0
1.3.46.670589.11.10042.5.0.992.2024031100105815265,0
1.3.46.670589.11.10042.5.0.992.2024031101344978464,1
1.3.46.670589.11.10042.5.0.992.2024031101311214396,1
1.3.46.670589.11.10042.5.0.992.2024031101334926429,1
1.3.46.670589.11.10042.5.0.992.2024031102131331047,0
1.3.46.670589.11.10042.5.0.992.2024031102112517015,0
1.3.46.670589.11.10042.5.0.992.2024031102141493072,0
1.3.46.670589.11.10042.5.0.992.2024031102281418343,0
1.3.46.670589.11.10042.5.0.992.2024031102264131318,0
1.3.46.670589.11.10042.5.0.992.2024031102233404195,0
1.3.46.670589.11.10042.5.0.7620.2023122614410851213,0
1.3.46.670589.11.10042.5.0.7620.2023122614402656212,0
1.3.46.670589.11.10042.5.0.7620.2023122614420903244,0
1.3.46.670589.11.10042.5.0.7620.2023122615240803230,0
1.3.46.670589.11.10042.5.0.7620.2023122615244878231,0
1.3.46.670589.11.10042.5.0.7620.2023122615254825262,0
1.3.46.670589.11.10042.5.0.7620.2023122617333112168,0
1.3.46.670589.11.10042.5.0.7620.2023122617351951200,0
1.3.46.670589.11.10042.5.0.7620.2023122617341573169,0
1.3.46.670589.11.10042.5.0.7620.2023122617450901432,0
1.3.46.670589.11.10042.5.0.7620.2023122617455350433,0
1.3.46.670589.11.10042.5.0.7620.2023122617465726464,0
1.3.46.670589.11.10042.5.0.7620.2023122618102809808,0
1.3.46.670589.11.10042.5.0.7620.2023122618111300809,0
1.3.46.670589.11.10042.5.0.7620.2023122618121712840,0
1.3.46.670589.11.10042.5.0.7620.2023122618210951994,0
1.3.46.670589.11.10042.5.0.7620.2023122618200567963,0
1.3.46.670589.11.10042.5.0.7620.2023122618192085962,0
1.3.46.670589.11.10042.5.0.7620.2023122620343842011,0
1.3.46.670589.11.10042.5.0.7620.2023122620352381012,0
1.3.46.670589.11.10042.5.0.7620.2023122620364462045,0
1.3.46.670589.11.10042.5.0.7620.2023122622395867780,0
1.3.46.670589.11.10042.5.0.7620.2023122622420501814,0
1.3.46.670589.11.10042.5.0.7620.2023122622404415781,0
1.3.46.670589.11.10042.5.0.7620.2023122623120728309,0
1.3.46.670589.11.10042.5.0.7620.2023122623145182370,0
1.3.46.670589.11.10042.5.0.7620.2023122623125275310,0
1.3.46.670589.11.10042.5.0.7620.2023122623511959965,0
1.3.46.670589.11.10042.5.0.7620.2023122623520503966,0
1.3.46.670589.11.10042.5.0.7620.2023122623532576999,0
1.3.46.670589.11.10042.5.0.5548.2024010307124125105,1
1.3.46.670589.11.10042.5.0.5548.2024010307132553106,1
1.3.46.670589.11.10042.5.0.5548.2024010307142604139,1
1.3.46.670589.11.10042.5.0.5548.2024010309581217149,0
1.3.46.670589.11.10042.5.0.5548.2024010309590170150,0
1.3.46.670589.11.10042.5.0.5548.2024010310003442183,0
1.3.46.670589.11.10042.5.0.5548.2024010311584595359,0
1.3.46.670589.11.10042.5.0.5548.2024010311580506358,0
1.3.46.670589.11.10042.5.0.5548.2024010311594612390,0
1.3.46.670589.11.10042.5.0.5548.2024010312090678686,1
1.3.46.670589.11.10042.5.0.5548.2024010312094760687,1
1.3.46.670589.11.10042.5.0.5548.2024010312104762718,1
1.3.46.670589.11.10042.5.0.5548.2024010312295931065,0
1.3.46.670589.11.10042.5.0.5548.2024010312285587034,0
1.3.46.670589.11.10042.5.0.5548.2024010312281123033,0
1.3.46.670589.11.10042.5.0.5548.2024010315472418801,0
1.3.46.670589.11.10042.5.0.5548.2024010315551187972,0
1.3.46.670589.11.10042.5.0.5548.2024010315535287947,0
1.3.46.670589.11.10042.5.0.7864.2023121606574975636,0
1.3.46.670589.11.10042.5.0.7864.2023121606562539604,0
1.3.46.670589.11.10042.5.0.7864.2023121606591507725,0
1.3.46.670589.11.10042.5.0.7864.2023121611052685918,0
1.3.46.670589.11.10042.5.0.7864.2023121611000667844,0
1.3.46.670589.11.10042.5.0.7864.2023121610593254843,0
1.3.46.670589.11.10042.5.0.7864.2023121611154390069,1
1.3.46.670589.11.10042.5.0.7864.2023121611150626068,1
1.3.46.670589.11.10042.5.0.7864.2023121611171621102,1
1.3.46.670589.11.10042.5.0.7864.2023121611275714432,0
1.3.46.670589.11.10042.5.0.7864.2023121611283134433,0
1.3.46.670589.11.10042.5.0.7864.2023121611335323507,0
1.3.46.670589.11.10042.5.0.7864.2023121623151543600,0
1.3.46.670589.11.10042.5.0.7864.2023121623135450567,0
1.3.46.670589.11.10042.5.0.7864.2023121623130881566,0
1.3.46.670589.11.10042.5.0.7864.2023121700413020948,0
1.3.46.670589.11.10042.5.0.7864.2023121700421028949,0
1.3.46.670589.11.10042.5.0.7864.2023121700434262982,0
1.3.46.670589.11.10042.5.0.7664.2024010802192951959,0
1.3.46.670589.11.10042.5.0.7664.2024010802145364873,0
1.3.46.670589.11.10042.5.0.7664.2024010802164571907,0
1.3.46.670589.11.10042.5.0.5864.2024030506221581034,0
1.3.46.670589.11.10042.5.0.5864.2024030506212043033,0
1.3.46.670589.11.10042.5.0.5864.2024030506231578065,0
1.3.46.670589.11.10042.5.0.5864.2024030509263089526,0
1.3.46.670589.11.10042.5.0.5864.2024030509253095495,0
1.3.46.670589.11.10042.5.0.5864.2024030509243554494,0
1.3.46.670589.11.10042.5.0.5864.2024030511002964566,1
1.3.46.670589.11.10042.5.0.5864.2024030510593207565,1
1.3.46.670589.11.10042.5.0.5864.2024030511012970597,1
1.3.46.670589.11.10042.5.0.5864.2024030514012964009,1
1.3.46.670589.11.10042.5.0.5864.2024030514022482010,1
1.3.46.670589.11.10042.5.0.5864.2024030514032523041,1
1.3.46.670589.11.10042.5.0.5864.2024030514175507323,0
1.3.46.670589.11.10042.5.0.5864.2024030514183968324,0
1.3.46.670589.11.10042.5.0.5864.2024030514194396355,0
1.3.46.670589.11.10042.5.0.5864.2024030516260768163,0
1.3.46.670589.11.10042.5.0.5864.2024030516252685162,0
1.3.46.670589.11.10042.5.0.5864.2024030516270790194,0
1.3.46.670589.11.10042.5.0.5864.2024030516523001513,0
1.3.46.670589.11.10042.5.0.5864.2024030516533039549,0
1.3.46.670589.11.10042.5.0.5864.2024030516514810512,0
1.3.46.670589.11.10042.5.0.5864.2024030517272331162,0
1.3.46.670589.11.10042.5.0.5864.2024030517262304131,0
1.3.46.670589.11.10042.5.0.5864.2024030517254203130,0
1.3.46.670589.11.10042.5.0.5864.2024030517352048285,0
1.3.46.670589.11.10042.5.0.5864.2024030517343953284,0
1.3.46.670589.11.10042.5.0.5864.2024030517362057316,0
1.3.46.670589.11.10042.5.0.5864.2024030520392750099,0
1.3.46.670589.11.10042.5.0.5864.2024030520374120066,0
1.3.46.670589.11.10042.5.0.5864.2024030520403118124,0
1.3.46.670589.11.10042.5.0.5864.2024030520525443396,0
1.3.46.670589.11.10042.5.0.5864.2024030520535501415,0
1.3.46.670589.11.10042.5.0.5864.2024030520495687275,0
1.3.46.670589.11.10042.5.0.5864.2024030521273392860,0
1.3.46.670589.11.10042.5.0.5864.2024030521292159892,0
1.3.46.670589.11.10042.5.0.5864.2024030521302543917,0
1.3.46.670589.11.10042.5.0.5864.2024030522005606471,0
1.3.46.670589.11.10042.5.0.5864.2024030521595223446,0
1.3.46.670589.11.10042.5.0.5864.2024030521575985414,0
1.3.46.670589.11.10042.5.0.5864.2024030522163325781,1
1.3.46.670589.11.10042.5.0.5864.2024030522152925756,1
1.3.46.670589.11.10042.5.0.5864.2024030522123228635,1
1.3.46.670589.11.10042.5.0.5864.2024030522282325969,0
1.3.46.670589.11.10042.5.0.5864.2024030522300485019,0
1.3.46.670589.11.10042.5.0.5864.2024030522290107994,0
1.3.46.670589.11.10042.5.0.5864.2024030523200346793,0
1.3.46.670589.11.10042.5.0.5864.2024030523155445646,0
1.3.46.670589.11.10042.5.0.5864.2024030523185584768,0
1.3.46.670589.11.10042.5.0.5864.2024030523302089026,0
1.3.46.670589.11.10042.5.0.5864.2024030523312489051,0
1.3.46.670589.11.10042.5.0.5864.2024030523272481905,0
1.3.46.670589.11.10042.5.0.5244.2024011808025853182,0
1.3.46.670589.11.10042.5.0.5244.2024011808021684151,0
1.3.46.670589.11.10042.5.0.5244.2024011808011460150,0
1.3.46.670589.11.10042.5.0.5244.2024011811293721213,0
1.3.46.670589.11.10042.5.0.5244.2024011811283753212,0
1.3.46.670589.11.10042.5.0.5244.2024011811301757244,0
1.3.46.670589.11.10042.5.0.5244.2024011817294614915,1
1.3.46.670589.11.10042.5.0.5244.2024011817310546948,1
1.3.46.670589.11.10042.5.0.5244.2024011817284879914,1
1.3.46.670589.11.10042.5.0.5244.2024011817422176212,0
1.3.46.670589.11.10042.5.0.5244.2024011817431890213,0
1.3.46.670589.11.10042.5.0.5244.2024011817443823246,0
1.3.46.670589.11.10042.5.0.5244.2024011817524348461,0
1.3.46.670589.11.10042.5.0.5244.2024011817534112462,0
1.3.46.670589.11.10042.5.0.5244.2024011817550050495,0
1.3.46.670589.11.10042.5.0.5244.2024011818163482993,0
1.3.46.670589.11.10042.5.0.5244.2024011818151535960,0
1.3.46.670589.11.10042.5.0.5244.2024011818141810959,0
1.3.46.670589.11.10042.5.0.5244.2024011823543003154,0
1.3.46.670589.11.10042.5.0.5244.2024011823561928275,0
1.3.46.670589.11.10042.5.0.5244.2024011823574640300,0
1.3.46.670589.11.10042.5.0.5244.2024011901082885797,0
1.3.46.670589.11.10042.5.0.5244.2024011901102332851,0
1.3.46.670589.11.10042.5.0.5244.2024011901121162876,0
1.3.46.670589.11.10042.5.0.5244.2024011901203971994,0
1.3.46.670589.11.10042.5.0.5244.2024011901213454021,0
1.3.46.670589.11.10042.5.0.5244.2024011901230762022,0
1.3.46.670589.11.10042.5.0.5244.2024011707010823591,0
1.3.46.670589.11.10042.5.0.5244.2024011706585201535,0
1.3.46.670589.11.10042.5.0.5244.2024011706580362534,0
1.3.46.670589.11.10042.5.0.5244.2024011709524781212,1
1.3.46.670589.11.10042.5.0.5244.2024011709543643244,1
1.3.46.670589.11.10042.5.0.5244.2024011709533251213,1
1.3.46.670589.11.10042.5.0.5244.2024011710025868451,0
1.3.46.670589.11.10042.5.0.5244.2024011710034318452,0
1.3.46.670589.11.10042.5.0.5244.2024011710044696483,0
1.3.46.670589.11.10042.5.0.5244.2024011710520909468,0
1.3.46.670589.11.10042.5.0.5244.2024011710502110436,0
1.3.46.670589.11.10042.5.0.5244.2024011710510556437,0
1.3.46.670589.11.10042.5.0.5244.2024011710592131590,0
1.3.46.670589.11.10042.5.0.5244.2024011711000935591,0
1.3.46.670589.11.10042.5.0.5244.2024011711011320622,0
1.3.46.670589.11.10042.5.0.5244.2024011714541346712,0
1.3.46.670589.11.10042.5.0.5244.2024011714551706743,0
1.3.46.670589.11.10042.5.0.5244.2024011714532892711,0
1.3.46.670589.11.10042.5.0.5244.2024011716500550700,0
1.3.46.670589.11.10042.5.0.5244.2024011716483307667,0
1.3.46.670589.11.10042.5.0.5244.2024011716475539666,0
1.3.46.670589.11.10042.5.0.5244.2024011717092735050,0
1.3.46.670589.11.10042.5.0.5244.2024011717080528024,0
1.3.46.670589.11.10042.5.0.5244.2024011717104596145,0
1.3.46.670589.11.10042.5.0.5244.2024011720132887961,0
1.3.46.670589.11.10042.5.0.5244.2024011720140887962,0
1.3.46.670589.11.10042.5.0.5244.2024011720154110997,0
1.3.46.670589.11.10042.5.0.5244.2024011720311675324,0
1.3.46.670589.11.10042.5.0.5244.2024011720290457290,0
1.3.46.670589.11.10042.5.0.5244.2024011720294462291,0
1.3.46.670589.11.10042.5.0.5244.2024011721222637096,0
1.3.46.670589.11.10042.5.0.5244.2024011721235159129,0
1.3.46.670589.11.10042.5.0.5244.2024011721214631095,0
1.3.46.670589.11.10042.5.0.5244.2024011721373021420,0
1.3.46.670589.11.10042.5.0.5244.2024011721394254454,0
1.3.46.670589.11.10042.5.0.5244.2024011721381020421,0
1.3.46.670589.11.10042.5.0.5244.2024011722045873882,0
1.3.46.670589.11.10042.5.0.5244.2024011722074070935,0
1.3.46.670589.11.10042.5.0.5244.2024011722041056881,0
1.3.46.670589.11.10042.5.0.5244.2024011723233200151,0
1.3.46.670589.11.10042.5.0.5244.2024011723250429186,0
1.3.46.670589.11.10042.5.0.5244.2024011723225178150,0
1.3.46.670589.11.10042.5.0.5244.2024011800085075867,0
1.3.46.670589.11.10042.5.0.5244.2024011800080517866,0
1.3.46.670589.11.10042.5.0.5244.2024011800105917927,0
1.3.46.670589.11.10042.5.0.5244.2024011801314703091,0
1.3.46.670589.11.10042.5.0.5244.2024011801323256092,0
1.3.46.670589.11.10042.5.0.5244.2024011801335342125,0
1.3.46.670589.11.10042.5.0.5244.2024011802110128631,0
1.3.46.670589.11.10042.5.0.5244.2024011802132167665,0
1.3.46.670589.11.10042.5.0.5244.2024011802114925632,0
1.3.46.670589.11.10042.5.0.1412.2024020313391873234,1
1.3.46.670589.11.10042.5.0.1412.2024020313401387235,1
1.3.46.670589.11.10042.5.0.1412.2024020313411395266,1
1.3.46.670589.11.10042.5.0.5484.2024030206060893026,0
1.3.46.670589.11.10042.5.0.5484.2024030206070940057,0
1.3.46.670589.11.10042.5.0.5484.2024030206051370025,0
1.3.46.670589.11.10042.5.0.5484.2024030209230264275,0
1.3.46.670589.11.10042.5.0.5484.2024030209182564199,0
1.3.46.670589.11.10042.5.0.5484.2024030209202121231,0
1.3.46.670589.11.10042.5.0.5484.2024030209445976603,1
1.3.46.670589.11.10042.5.0.5484.2024030209481210724,1
1.3.46.670589.11.10042.5.0.5484.2024030209471181635,1
1.3.46.670589.11.10042.5.0.5484.2024030210304904342,1
1.3.46.670589.11.10042.5.0.5484.2024030210294853311,1
1.3.46.670589.11.10042.5.0.5484.2024030210285304310,1
1.3.46.670589.11.10042.5.0.5484.2024030210451378536,0
1.3.46.670589.11.10042.5.0.5484.2024030210441818535,1
1.3.46.670589.11.10042.5.0.5484.2024030210461381567,1
1.3.46.670589.11.10042.5.0.5484.2024030212041762850,0
1.3.46.670589.11.10042.5.0.5484.2024030212051271851,0
1.3.46.670589.11.10042.5.0.5484.2024030212061265882,0
1.3.46.670589.11.10042.5.0.5484.2024030212362593242,0
1.3.46.670589.11.10042.5.0.5484.2024030212383940268,0
1.3.46.670589.11.10042.5.0.5484.2024030212393915363,0
1.3.46.670589.11.10042.5.0.5596.2024031306074618025,0
1.3.46.670589.11.10042.5.0.5596.2024031306083198026,0
1.3.46.670589.11.10042.5.0.5596.2024031306093643057,0
1.3.46.670589.11.10042.5.0.5596.2024031307113606277,0
1.3.46.670589.11.10042.5.0.5596.2024031307122095278,0
1.3.46.670589.11.10042.5.0.5596.2024031307132526309,0
1.3.46.670589.11.10042.5.0.5596.2024031308361917544,0
1.3.46.670589.11.10042.5.0.5596.2024031308342903512,0
1.3.46.670589.11.10042.5.0.5596.2024031308351479513,0
1.3.46.670589.11.10042.5.0.5596.2024031308445007751,0
1.3.46.670589.11.10042.5.0.5596.2024031308453485752,0
1.3.46.670589.11.10042.5.0.5596.2024031308463868783,0
1.3.46.670589.11.10042.5.0.5596.2024031311504568846,1
1.3.46.670589.11.10042.5.0.5596.2024031311512646847,1
1.3.46.670589.11.10042.5.0.5596.2024031311522712878,1
1.3.46.670589.11.10042.5.0.5596.2024031312104492183,0
1.3.46.670589.11.10042.5.0.5596.2024031312122639215,0
1.3.46.670589.11.10042.5.0.5596.2024031312112596184,0
1.3.46.670589.11.10042.5.0.5596.2024031313015246891,0
1.3.46.670589.11.10042.5.0.5596.2024031313025629922,0
1.3.46.670589.11.10042.5.0.5596.2024031313010762890,0
1.3.46.670589.11.10042.5.0.5596.2024031315073590588,1
1.3.46.670589.11.10042.5.0.5596.2024031315081584589,1
1.3.46.670589.11.10042.5.0.5596.2024031315241951792,1
1.3.46.670589.11.10042.5.0.5596.2024031315360621944,1
1.3.46.670589.11.10042.5.0.5596.2024031315373148976,1
1.3.46.670589.11.10042.5.0.5596.2024031315385671001,1
1.3.46.670589.11.10042.5.0.5596.2024031317214353686,1
1.3.46.670589.11.10042.5.0.5596.2024031317194490629,1
1.3.46.670589.11.10042.5.0.5596.2024031317344220978,1
1.3.46.670589.11.10042.5.0.5596.2024031317400923038,0
1.3.46.670589.11.10042.5.0.5596.2024031317404434039,0
1.3.46.670589.11.10042.5.0.5596.2024031317450973113,0
1.3.46.670589.11.10042.5.0.5596.2024031318262164809,0
1.3.46.670589.11.10042.5.0.5596.2024031318274673841,0
1.3.46.670589.11.10042.5.0.5596.2024031318291242930,0
1.3.46.670589.11.10042.5.0.5596.2024031322483926801,0
1.3.46.670589.11.10042.5.0.5596.2024031322463245767,0
1.3.46.670589.11.10042.5.0.5596.2024031322471823768,0
1.3.46.670589.11.10042.5.0.5596.2024031322561575016,0
1.3.46.670589.11.10042.5.0.5596.2024031322582232050,0
1.3.46.670589.11.10042.5.0.5596.2024031322570137017,0
1.3.46.670589.11.10042.5.0.5596.2024031323542493807,0
1.3.46.670589.11.10042.5.0.5596.2024031323551050808,0
1.3.46.670589.11.10042.5.0.5596.2024031323563151841,0
1.3.46.670589.11.10042.5.0.5596.2024031402151637740,0
1.3.46.670589.11.10042.5.0.5596.2024031402160175741,0
1.3.46.670589.11.10042.5.0.5596.2024031402172340774,0
1.3.46.670589.11.10042.5.0.5596.2024031402252104988,0
1.3.46.670589.11.10042.5.0.5596.2024031402261684019,0
1.3.46.670589.11.10042.5.0.5596.2024031402243975987,0
1.3.46.670589.11.10042.5.0.5596.2024031402413189390,0
1.3.46.670589.11.10042.5.0.5596.2024031402421740391,0
1.3.46.670589.11.10042.5.0.5596.2024031402433840424,0
1.3.46.670589.11.10042.5.0.5596.2024031402510139639,0
1.3.46.670589.11.10042.5.0.5596.2024031402514703640,0
1.3.46.670589.11.10042.5.0.5596.2024031402530795673,0
1.3.46.670589.11.10042.5.0.5596.2024031403431128382,0
1.3.46.670589.11.10042.5.0.5596.2024031403435690383,0
1.3.46.670589.11.10042.5.0.5596.2024031403451818416,0
1.3.46.670589.11.10042.5.0.7984.2024022217393870525,0
1.3.46.670589.11.10042.5.0.7984.2024022217410289556,0
1.3.46.670589.11.10042.5.0.7984.2024022217384293524,0
1.3.46.670589.11.10042.5.0.7984.2024022218153176054,0
1.3.46.670589.11.10042.5.0.7984.2024022218131195022,0
1.3.46.670589.11.10042.5.0.7984.2024022218140757023,0
1.3.46.670589.11.10042.5.0.7984.2024022222140795891,0
1.3.46.670589.11.10042.5.0.7984.2024022222144893892,0
1.3.46.670589.11.10042.5.0.7984.2024022222155612923,0
1.3.46.670589.11.10042.5.0.7984.2024022223341696216,0
1.3.46.670589.11.10042.5.0.7984.2024022223373096275,0
1.3.46.670589.11.10042.5.0.7984.2024022223360378250,0
1.3.46.670589.11.10042.5.0.7984.2024022223561101625,0
1.3.46.670589.11.10042.5.0.7984.2024022223551081600,0
1.3.46.670589.11.10042.5.0.7984.2024022223531681481,0
1.3.46.670589.11.10042.5.0.7984.2024022300142325871,0
1.3.46.670589.11.10042.5.0.7984.2024022300132321840,0
1.3.46.670589.11.10042.5.0.7984.2024022300124237839,0
1.3.46.670589.11.10042.5.0.7984.2024022302142459653,0
1.3.46.670589.11.10042.5.0.7984.2024022302132073621,0
1.3.46.670589.11.10042.5.0.7984.2024022302123764620,0
1.3.46.670589.11.10042.5.0.7548.2024022512010226165,0
1.3.46.670589.11.10042.5.0.7548.2024022512014706166,0
1.3.46.670589.11.10042.5.0.7548.2024022512025090197,0
